timestamp,open,high,low,close,volume,daily_return,volatility_14d
2023-02-08,23242.42,23452.0,22665.85,22963.0,280056.30717,-0.011938662143520351,0.018398774635007904
2023-02-09,22961.85,23011.39,21688.0,21796.35,402894.6955,-0.05080564386186481,0.022861002696120073
2023-02-10,21797.83,21938.16,21451.0,21625.19,338591.94247,-0.007852690932197315,0.022808133037331306
2023-02-11,21625.19,21906.32,21599.78,21862.55,177021.58433,0.01097608853378862,0.023173969637793286
2023-02-12,21862.02,22090.0,21630.0,21783.54,204435.65163,-0.0036139425638820333,0.02092266299748812
2023-02-13,21782.37,21894.99,21351.07,21773.97,295730.76791,-0.0004393225343538587,0.01870869618407554
2023-02-14,21774.63,22319.08,21532.77,22199.84,361958.40109,0.01955867487646934,0.019214481466522416
2023-02-15,22199.84,24380.0,22047.28,24324.05,375669.16111,0.09568582476270104,0.031987047018838
2023-02-16,24322.87,25250.0,23505.25,23517.72,450080.68366,-0.033149496074872276,0.033234378440409745
2023-02-17,23517.72,25021.11,23339.37,24569.97,496813.21376,0.04474285772600406,0.03523625855213155
2023-02-18,24568.24,24877.0,24430.0,24631.95,216917.25213,0.002522591602675872,0.03515686440438616
2023-02-19,24632.05,25192.0,24192.57,24271.76,300395.99542,-0.014622878010064233,0.03505618389562565
2023-02-20,24272.51,25121.23,23840.83,24842.2,346938.56997,0.02350220997570851,0.03521295918636865
2023-02-21,24843.89,25250.0,24148.34,24452.16,376000.82868,-0.01570070283630276,0.035442067174634925
2023-02-22,24450.67,24476.05,23574.69,24182.21,379425.75365,-0.011039924489288477,0.03541137853525538
2023-02-23,24182.21,24599.59,23608.0,23940.2,398400.45437,-0.01000777017485166,0.03204958599482208
2023-02-24,23940.2,24132.35,22841.19,23185.29,343582.57453,-0.031533153440656325,0.03349638307648593
2023-02-25,23184.04,23219.13,22722.0,23157.07,191311.8101,-0.0012171510470647684,0.03350132668748991
2023-02-26,23157.07,23689.99,23059.18,23554.85,202323.73623,0.017177475388725716,0.03356898449902848
2023-02-27,23554.85,23897.99,23106.77,23492.09,283706.0859,-0.002664419429544207,0.03360760126066243
2023-02-28,23492.09,23600.0,23020.97,23141.57,264140.99894,-0.014920766947512987,0.03379618962736017
2023-03-01,23141.57,24000.0,23020.03,23628.97,315287.41737,0.021061665219775483,0.021941156665428868
2023-03-02,23629.76,23796.93,23195.9,23465.32,239315.45219,-0.00692582029601807,0.020105840547642743
2023-03-03,23465.32,23476.95,21971.13,22354.34,319954.19785,-0.04734561471993559,0.01940272546638795
2023-03-04,22354.34,22410.0,22157.08,22346.57,121257.38132,-0.0003475835117475734,0.01931443980606509
2023-03-05,22346.57,22662.09,22189.22,22430.24,154841.75786,0.00374419877412957,0.01936271149958687
2023-03-06,22430.24,22602.19,22258.0,22410.0,203751.82957,-0.0009023532516817534,0.017572020777135603
2023-03-07,22409.41,22557.91,21927.0,22197.96,292519.80912,-0.009461847389558242,0.017417943746535627
2023-03-08,22198.56,22287.0,21580.0,21705.44,301460.57272,-0.022187624448372745,0.017878281709823536
2023-03-09,21704.37,21834.99,20042.72,20362.22,443658.28584,-0.06188402538718396,0.02305579119109502
2023-03-10,20362.21,20367.78,19549.09,20150.69,618456.4671,-0.010388356475865668,0.022304747619072304
2023-03-11,20150.69,20686.51,19765.03,20455.73,427831.82133,0.015137943167206735,0.023195591840280146
2023-03-12,20455.73,22150.0,20270.6,21997.11,430944.94288,0.07535199183798391,0.03178302642099771
2023-03-13,21998.05,24500.0,21813.88,24113.48,687889.31259,0.09621127502658289,0.04165357597154352
2023-03-14,24112.27,26386.87,23976.42,24670.41,699360.93423,0.023096210086640312,0.04165897421723319
2023-03-15,24670.41,25196.97,23896.95,24285.66,581450.72984,-0.01559560623435119,0.041748655479854624
2023-03-16,24285.66,25167.4,24123.0,24998.78,439421.32998,0.02936383034267953,0.04222553548551299
2023-03-17,24998.78,27756.84,24890.0,27395.13,624460.68091,0.09585867790348179,0.045683964711447596
2023-03-18,27395.13,27724.85,26578.0,26907.49,371238.97174,-0.017800244057976755,0.04638452065903569
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,0.039594179910500626,0.04674366744179951
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,-0.009146719660871439,0.04703601409965119
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,0.014015220256441863,0.04646203810280153
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,-0.030403334297558482,0.04705639093725351
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,0.038326709104299805,0.04134593947168222
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,-0.029720014659621374,0.04289608478275958
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,0.0003088750210802349,0.043290772354253756
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,0.018392051837111456,0.04048732784145554
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,-0.030146542215134797,0.035496034492067945
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,0.005019740157663266,0.0352723028106675
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,0.03989315166279228,0.03556730283696665
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,-0.011290504645732002,0.035672125431372145
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,0.015585191231934026,0.02563896161713693
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,-0.00044369718141634706,0.02496423150848813
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,-0.0098711090289052,0.023006038722634268
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,-0.013200046713263913,0.02316513934715343
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,0.013146402877697971,0.02312717007804875
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,0.00016119028015504355,0.021371719912198845
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,-0.004834574073633635,0.018774154249149147
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,-0.004547721288072681,0.016869201223711633
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,0.0011484849494720617,0.01686690645439068
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,0.013793927922807203,0.01655151894146587
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,0.046377317135860574,0.018033252666144018
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,0.01899900598366777,0.018329833501365595
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,-0.010342571394702404,0.016304701495486032
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,0.01625297317625396,0.015988694601653565
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,0.003064808400913499,0.015752083420034046
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,-0.005640213831849872,0.015949675035003406
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,0.0003155626868909245,0.015463286897823473
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,-0.028852997807267244,0.017356560458441094
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,0.03227085582293321,0.01880548739436709
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,-0.05210366948529643,0.024338436318584643
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,-0.019218949130294316,0.024938560653240873
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,-0.03472674388756414,0.026681851416231337
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,0.020321067064179577,0.027303790498483922
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,-0.0081335593354388,0.02708192394169094
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,-0.002887577653258644,0.023317195487581422
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,0.02871077059190652,0.024214845773422408
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,0.004045823455811615,0.0242464899723543
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,0.03721517535101704,0.02612325377421759
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,-0.005465044513970008,0.02609977135389081
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,-0.002771930662499922,0.026083964573551534
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,9.442208382015593e-05,0.026082368527357704
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,-0.039850225137779915,0.027091276706629353
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,0.02143346256590184,0.0261430718879816
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,0.012427685381093623,0.02239314638434843
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,-0.006476915995777599,0.021767119493203257
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,0.023144680520532646,0.0197135539829343
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,-0.02228084760830229,0.02057603021796774
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,-0.01449310528906489,0.020903578194914854
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,-0.02677830890499855,0.02229271805338239
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,-0.0014644659199046783,0.020777116709012566
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,-0.0010684708090662465,0.020716683834536793
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,-0.02283183115177323,0.018043183844105862
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,-0.0064374817843849685,0.01804213273379137
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,-0.0007363311303112408,0.018080389180068015
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,0.005316097534741049,0.018270728238145514
2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333,0.009084012628159499,0.015745603626942755
2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451,-0.0047234864410535815,0.014198096906692275
2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785,0.013752023389943968,0.0143205262456737
2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143,-0.021321546938747327,0.015049098112015631
2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544,0.0021990001968585915,0.01291997332003747
2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718,0.008265173030320483,0.012636293017435954
2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279,-0.013085542514084558,0.012554926791545554
2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828,0.0037943335858154903,0.010887572492073854
2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858,0.013793298663241194,0.011689134252548373
2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657,-0.03271905806144915,0.01444033472104776
2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895,0.005498877473934849,0.013436972742431644
2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713,0.008768294981564617,0.013597879646907446
2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867,0.005554948116372804,0.013680753306381872
2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855,0.04508519501740316,0.01818882889412671
2023-05-29,28065.01,28447.14,27524.6,27736.4,42385.41945,-0.011708533760912077,0.01851207383330989
2023-05-30,27736.39,28038.59,27554.0,27694.4,32686.75371,-0.0015142556351941394,0.018446785525662278
2023-05-31,27694.39,27835.51,26839.01,27210.35,46588.80573,-0.017478262753480966,0.018786267227305035
2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088,-0.014421718206491185,0.018277319561466922
2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269,0.01583492834831035,0.018752344542770166
2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117,-0.006363932357385971,0.018731091082496754
2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049,0.001698977658018963,0.01834487479728644
2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305,-0.05115247125137512,0.023014504363794278
2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438,0.05837485716062529,0.02802505841039449
2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364,-0.0327116189155523,0.028024382424030155
2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083,0.006046848554291717,0.02803244765232135
2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097,-0.000784946833060296,0.02792993489236186
2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108,-0.024042773930321393,0.02856936605474852
2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595,0.003263779056785765,0.025215652398001803
2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893,-0.0007853256729365432,0.025172869384558705
2023-06-13,25905.2,26433.21,25712.57,25934.25,41065.60853,0.0011217829323004747,0.025207351079140364
2023-06-14,25934.24,26098.0,24820.56,25128.6,45077.31608,-0.03106509731339835,0.025999299044987205
2023-06-15,25128.6,25759.01,24800.0,25598.49,48664.86063,0.018699410233757652,0.026610664006975558
2023-06-16,25598.49,26518.0,25175.56,26345.0,51596.91662,0.029162266993092212,0.02755745143191671
2023-06-17,26345.01,26839.99,26181.0,26516.99,27842.2195,0.006528373505409135,0.027617133746055907
2023-06-18,26516.99,26700.0,26255.85,26339.97,21538.31022,-0.006675719981792838,0.027642121496273816
2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974,0.019148844892382,0.024133368339680186
2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525,0.05452320506922326,0.023470135946174024
2023-06-21,28308.0,30800.0,28257.99,29993.89,108926.40412,0.0595556236949355,0.02552598917121729
2023-06-22,29993.89,30500.0,29525.61,29884.92,59054.5646,-0.003633073269255882,0.02576027908521176
2023-06-23,29884.92,31431.94,29800.0,30688.5,73931.89635,0.026889146766998273,0.02601797744326079
2023-06-24,30688.51,30800.0,30250.0,30527.43,30513.30135,-0.005248545872232224,0.024517594926341167
2023-06-25,30527.44,31046.01,30277.49,30462.66,30223.44801,-0.002121698420076701,0.02471090086263396
2023-06-26,30462.67,30666.0,29930.0,30267.99,45180.41489,-0.0063904465335593574,0.024975603350910217
2023-06-27,30267.99,30994.97,30226.17,30692.44,42699.64157,0.014023065291087988,0.024802065728386093
2023-06-28,30692.44,30709.74,29858.8,30077.41,40463.51937,-0.020038485047132126,0.023454588366495454
2023-06-29,30077.4,30843.98,30049.98,30447.31,36330.62903,0.012298266373334643,0.023400899817532475
2023-06-30,30447.31,31282.0,29500.0,30472.0,89419.07618,0.0008109090753829484,0.023092875751451917
2023-07-01,30471.99,30661.6,30320.57,30585.9,17501.75075,0.003737857705434555,0.023143552922154746
2023-07-02,30585.9,30791.0,30155.0,30617.03,23286.41019,0.00101778924275564,0.022793259273504455
2023-07-03,30617.02,31380.0,30570.27,31156.2,43761.64311,0.017610133967925767,0.022754833138417908
2023-07-04,31156.2,31350.69,30620.0,30766.51,33206.11943,-0.012507622880839175,0.019727606388332316
2023-07-05,30766.52,30878.07,30200.0,30504.81,33215.67122,-0.008506002143239377,0.012679872308855708
2023-07-06,30504.8,31500.0,29850.45,29895.43,71319.6261,-0.019976521735424746,0.013864179309018105
2023-07-07,29895.42,30449.0,29701.02,30344.7,34070.53895,0.015028049437656454,0.012385710200198663
2023-07-08,30344.7,30386.81,30044.47,30284.63,13094.59042,-0.001979587868721766,0.01232469922393672
2023-07-09,30284.63,30445.52,30061.12,30160.71,15388.50196,-0.004091844608965056,0.012355853618088167
2023-07-10,30160.71,31045.78,29950.0,30411.57,41262.87652,0.008317443455409412,0.012454219103254983
2023-07-11,30411.57,30813.63,30300.0,30622.1,28476.83311,0.006922694224599457,0.01199326895725019
2023-07-12,30622.1,30983.25,30210.0,30380.0,38108.99669,-0.007906054777431892,0.01082270815500629
2023-07-13,30380.0,31804.2,30251.0,31454.23,70772.51836,0.03535977616853181,0.014000773465566295
2023-07-14,31454.23,31630.0,29900.0,30312.01,60749.48424,-0.036313716787853334,0.017425268306815046
2023-07-15,30312.0,30390.9,30200.0,30289.52,14118.55329,-0.0007419501379155591,0.017387796642652133
2023-07-16,30289.52,30441.46,30064.29,30231.99,15760.1281,-0.0018993368003190625,0.01738498016574955
2023-07-17,30232.0,30336.96,29659.2,30138.0,30882.76839,-0.0031089584245033164,0.01656304736872087
2023-07-18,30138.01,30239.78,29512.0,29859.13,30003.8601,-0.009253102395646695,0.016430207272316907
2023-07-19,29859.14,30189.09,29761.96,29909.21,25657.36137,0.0016772089474810237,0.016345726283280227
2023-07-20,29909.21,30417.46,29570.96,29800.0,37540.68193,-0.003651383637347849,0.015468355108661961
2023-07-21,29800.0,30061.7,29726.34,29901.72,23881.40865,0.003413422818792089,0.014894400658639777
2023-07-22,29901.72,29999.0,29625.1,29794.0,14660.40467,-0.0036024683529910506,0.014909364579118102
2023-07-23,29793.99,30350.0,29730.0,30083.75,18292.78637,0.009725112438746075,0.015148812543384127
2023-07-24,30083.75,30099.58,28861.9,29176.5,39628.99691,-0.03015747704325422,0.016897992158847203
2023-07-25,29176.5,29376.0,29047.65,29228.91,21565.7478,0.001796308673075897,0.016725199111407914
2023-07-26,29228.91,29690.0,29096.94,29351.96,33931.63366,0.0042098730332400525,0.016775797088384805
2023-07-27,29351.95,29567.49,29083.85,29222.78,22476.47626,-0.004401068957575638,0.012799696760576266
2023-07-28,29222.78,29542.22,29123.12,29314.14,23993.61627,0.003126328159059444,0.009270301635323847
2023-07-29,29314.14,29406.92,29256.18,29352.9,10851.36844,0.0013222287947045608,0.009314116291602356
2023-07-30,29352.9,29449.0,29033.24,29281.09,15706.97441,-0.0024464362976061027,0.00931390442602569
2023-07-31,29281.09,29530.0,29101.8,29232.25,22605.48964,-0.0016679706937139382,0.009311516612360881
2023-08-01,29232.26,29739.25,28585.7,29705.99,44719.65162,0.01620607377126304,0.010253167846982122
2023-08-02,29705.99,30047.5,28927.5,29186.01,48181.65141,-0.01750421379661149,0.011203592312022103
2023-08-03,29186.0,29433.33,28968.0,29193.64,26476.91994,0.00026142662186434684,0.011199649295949868
2023-08-04,29193.65,29333.08,28807.54,29113.99,23551.95217,-0.002728333979592712,0.011116220480395006
2023-08-05,29114.0,29152.23,28978.64,29072.13,11645.52018,-0.0014377967430778682,0.011104976494992745
2023-08-06,29072.13,29205.09,28991.88,29088.42,13178.1972,0.0005603304608226001,0.010640557947972158
2023-08-07,29088.43,29276.78,28701.03,29211.06,30966.87746,0.004216110740975276,0.007109843517289008
2023-08-08,29211.06,30244.0,29146.45,29770.42,45700.53392,0.019148911405474367,0.008750138916929249
2023-08-09,29770.41,30160.0,29376.67,29581.99,38003.88725,-0.006329437072100319,0.008936325643645545
2023-08-10,29581.99,29738.0,29320.2,29455.75,23463.45373,-0.0042674613844437825,0.008930649611029646
2023-08-11,29455.76,29564.52,29252.45,29426.03,20637.0443,-0.0010089710837443144,0.008909177684705352
2023-08-12,29426.02,29481.35,29381.56,29430.17,8971.48068,0.0001406917616817438,0.008904435066424236
2023-08-13,29430.18,29474.65,29272.32,29303.84,11101.70947,-0.004292533818187172,0.008960523549966065
2023-08-14,29303.85,29695.32,29102.45,29430.93,31443.11532,0.004336974266853755,0.009013331318962346
2023-08-15,29430.92,29499.26,29059.6,29200.0,27503.87691,-0.007846507059070196,0.008032716011540667
2023-08-16,29200.01,29259.85,28723.08,28730.51,32996.69854,-0.016078424657534285,0.007816175303759445
2023-08-17,28730.51,28783.48,25166.0,26623.41,100271.54033,-0.07334015302895769,0.02080095417402636
2023-08-18,26623.41,26832.6,25619.0,26054.0,69790.65711,-0.0213875683092436,0.02114584528418063
2023-08-19,26054.0,26281.0,25801.09,26100.01,26160.75343,0.001765947647194288,0.02123579319003243
2023-08-20,26100.01,26299.0,25971.05,26189.99,19056.91209,0.003447508257659715,0.02133342375401448
2023-08-21,26190.0,26258.42,25812.0,26126.92,30267.24233,-0.0024081719771562593,0.021132069412907337
2023-08-22,26126.92,26139.42,25300.0,26056.0,34247.06688,-0.0027144416563451568,0.01975657270207824
2023-08-23,26055.99,26819.27,25812.82,26432.72,44023.69978,0.014458090267116974,0.020751828818812938
2023-08-24,26432.71,26577.87,25864.0,26180.05,30205.22116,-0.009558985984038038,0.020730724394916595
2023-08-25,26180.05,26314.05,25777.15,26060.01,27753.33772,-0.0045851707693453925,0.020657501635330158
2023-08-26,26060.0,26125.77,25985.92,26017.37,10022.22322,-0.0016362234703670708,0.02060616621802713
2023-08-27,26017.38,26182.23,25966.11,26101.77,12099.64216,0.003243986613558514,0.02082352313691031
2023-08-28,26101.78,26253.99,25864.5,26120.0,22692.62655,0.0006984200688304742,0.020679619965671282
2023-08-29,26120.0,28142.85,25922.0,27716.34,74251.99488,0.061115620214395205,0.027784177239980286
2023-08-30,27716.34,27768.57,27017.24,27299.99,35448.25848,-0.015021824670934159,0.027748371438766788
2023-08-31,27299.99,27587.51,25655.01,25940.78,51032.80401,-0.04978793032524931,0.023574086339900796
2023-09-01,25940.77,26156.0,25333.75,25805.05,41032.15056,-0.005232302189833948,0.022917114897106683
2023-09-02,25805.04,25987.5,25752.47,25869.51,16250.77698,0.002497960670488908,0.02292337898401503
2023-09-03,25869.52,26135.0,25800.0,25971.21,17474.47667,0.003931268895313478,0.02292997492941404
2023-09-04,25971.21,26108.02,25631.21,25826.02,21777.59609,-0.005590421085501895,0.022967612702081846
2023-09-05,25826.03,25915.49,25562.62,25792.1,21323.39337,-0.0013134040785224288,0.02296066915511736
2023-09-06,25792.11,26040.0,25372.51,25759.95,27262.52386,-0.0012465057129895651,0.022554528542556383
2023-09-07,25759.95,26443.14,25615.38,26255.0,27687.49567,0.01921781680476853,0.02307916995183893
2023-09-08,26255.0,26445.5,25647.26,25910.5,28999.76471,-0.01312131022662355,0.023333761144323617
2023-09-09,25910.5,25945.09,25796.64,25901.61,10980.62277,-0.0003431041469674767,0.023330028629445523
2023-09-10,25901.6,26033.66,25570.57,25841.61,18738.26914,-0.002316458320544501,0.02331663507023406
